header,path,section,title,href,folder,name,Rebrand
How-to guides,How-to guides\Automate\PowerShell\Azure PowerShell samples,How-to guides\Automate\PowerShell\,Azure PowerShell samples,../monitoring-and-diagnostics/insights-powershell-samples.md,../monitoring-and-diagnostics/,insights-powershell-samples.md,
How-to guides,How-to guides\Respond to incidents\IT Service Management\IT Service Management connections,How-to guides\Respond to incidents\IT Service Management\,IT Service Management connections,platform/itsmc-connections.md,platform/,itsmc-connections.md,
How-to guides,How-to guides\Automate\PowerShell\Applications\Create Application Insights resources,How-to guides\Automate\PowerShell\Applications\,Create Application Insights resources,../application-insights/app-insights-powershell.md,../application-insights/,app-insights-powershell.md,
How-to guides,How-to guides\Automate\PowerShell\Applications\Create resources,How-to guides\Automate\PowerShell\Applications\,Create resources,../application-insights/app-insights-powershell-script-create-resource.md,../application-insights/,app-insights-powershell-script-create-resource.md,
How-to guides,How-to guides\Automate\PowerShell\Applications\Set alerts,How-to guides\Automate\PowerShell\Applications\,Set alerts,../application-insights/app-insights-powershell-alerts.md,../application-insights/,app-insights-powershell-alerts.md,
How-to guides,How-to guides\Automate\PowerShell\Applications\Get Azure diagnostics,How-to guides\Automate\PowerShell\Applications\,Get Azure diagnostics,../application-insights/app-insights-powershell-azure-diagnostics.md,../application-insights/,app-insights-powershell-azure-diagnostics.md,
How-to guides,How-to guides\Respond to incidents\IT Service Management\IT Service Management Connector,How-to guides\Respond to incidents\IT Service Management\,IT Service Management Connector,platform/itsmc-overview.md,platform/,itsmc-overview.md,
How-to guides,How-to guides\Respond to incidents\IT Service Management\Create Service Manager web app,How-to guides\Respond to incidents\IT Service Management\,Create Service Manager web app,platform/itsmc-service-manager-script.md,platform/,itsmc-service-manager-script.md,
How-to guides,How-to guides\Automate\API\Walkthrough using REST API,How-to guides\Automate\API\,Walkthrough using REST API,../monitoring-and-diagnostics/monitoring-rest-api-walkthrough.md,../monitoring-and-diagnostics/,monitoring-rest-api-walkthrough.md,
How-to guides,How-to guides\Collect data\Install and configure agents\Log Analytics agents\Overview,How-to guides\Collect data\Install and configure agents\Log Analytics agents\,Overview,platform/log-analytics-agent.md,platform/,log-analytics-agent.md,
How-to guides,How-to guides\Automate\Applications\Automate with Microsoft Flow,How-to guides\Automate\Applications\,Automate with Microsoft Flow,../application-insights/app-insights-automate-with-flow.md,../application-insights/,app-insights-automate-with-flow.md,
How-to guides,How-to guides\Automate\Applications\Automate with an Azure Logic App,How-to guides\Automate\Applications\,Automate with an Azure Logic App,../application-insights/automate-with-logic-apps.md,../application-insights/,automate-with-logic-apps.md,
How-to guides,How-to guides\Automate\Applications\Custom email reports,How-to guides\Automate\Applications\,Custom email reports,../application-insights/automate-custom-reports.md,../application-insights/,automate-custom-reports.md,
How-to guides,How-to guides\Extend\Applications\API for custom events and metrics,How-to guides\Extend\Applications\,API for custom events and metrics,../application-insights/app-insights-api-custom-events-metrics.md,../application-insights/,app-insights-api-custom-events-metrics.md,
How-to guides,How-to guides\Extend\Applications\Track custom operations in .NET SDK,How-to guides\Extend\Applications\,Track custom operations in .NET SDK,../application-insights/application-insights-custom-operations-tracking.md,../application-insights/,application-insights-custom-operations-tracking.md,
How-to guides,How-to guides\Extend\Applications\Filtering and preprocessing telemetry,How-to guides\Extend\Applications\,Filtering and preprocessing telemetry,../application-insights/app-insights-api-filtering-sampling.md,../application-insights/,app-insights-api-filtering-sampling.md,
How-to guides,How-to guides\Extend\Applications\Sampling,How-to guides\Extend\Applications\,Sampling,../application-insights/app-insights-sampling.md,../application-insights/,app-insights-sampling.md,
Concepts,Concepts\FAQ\Log Analytics,Concepts\FAQ\,Log Analytics,platform/log-faq.md,platform/,log-faq.md,
How-to guides,How-to guides\Plan and prepare\Manage access\Workspaces,How-to guides\Plan and prepare\Manage access\,Workspaces,platform/manage-access.md,platform/,manage-access.md,
How-to guides,How-to guides\Manage usage and cost\Log data volume and retention,How-to guides\Manage usage and cost\,Log data volume and retention,platform/manage-cost-storage.md,platform/,manage-cost-storage.md,
How-to guides,How-to guides\Collect data\Install and configure agents\Log Analytics agents\Operations Manager,How-to guides\Collect data\Install and configure agents\Log Analytics agents\,Operations Manager,platform/om-agents.md,platform/,om-agents.md,
Concepts,Concepts\Analyze data\OMS portal transition\Log-based & pre-aggregated metrics\Common questions,Concepts\Analyze data\OMS portal transition\Log-based & pre-aggregated metrics\,Common questions,platform/oms-portal-faq.md,platform/,oms-portal-faq.md,
Concepts,Concepts\Analyze data\OMS portal transition\Log-based & pre-aggregated metrics\Overview,Concepts\Analyze data\OMS portal transition\Log-based & pre-aggregated metrics\,Overview,platform/oms-portal-transition.md,platform/,oms-portal-transition.md,
Concepts,Concepts\Monitoring data\Data security\Personal log data handling,Concepts\Monitoring data\Data security\,Personal log data handling,platform/personal-data-mgmt.md,platform/,personal-data-mgmt.md,
Reference,Reference\Application Insights\Dependency auto-collection,Reference\Application Insights\,Dependency auto-collection,../application-insights/auto-collect-dependencies.md,../application-insights/,auto-collect-dependencies.md,
Reference,Reference\Application Insights\Telemetry correlation,Reference\Application Insights\,Telemetry correlation,../application-insights/application-insights-correlation.md,../application-insights/,application-insights-correlation.md,
Reference,Reference\Application Insights\NuGet packages,Reference\Application Insights\,NuGet packages,../application-insights/app-insights-nuget.md,../application-insights/,app-insights-nuget.md,
Reference,Reference\Application Insights data model\Overview,Reference\Application Insights data model\,Overview,../application-insights/application-insights-data-model.md,../application-insights/,application-insights-data-model.md,
Reference,Reference\Application Insights data model\Request,Reference\Application Insights data model\,Request,../application-insights/application-insights-data-model-request-telemetry.md,../application-insights/,application-insights-data-model-request-telemetry.md,
Reference,Reference\Application Insights data model\Dependency,Reference\Application Insights data model\,Dependency,../application-insights/application-insights-data-model-dependency-telemetry.md,../application-insights/,application-insights-data-model-dependency-telemetry.md,
Reference,Reference\Application Insights data model\Exception,Reference\Application Insights data model\,Exception,../application-insights/application-insights-data-model-exception-telemetry.md,../application-insights/,application-insights-data-model-exception-telemetry.md,
Reference,Reference\Application Insights data model\Trace,Reference\Application Insights data model\,Trace,../application-insights/application-insights-data-model-trace-telemetry.md,../application-insights/,application-insights-data-model-trace-telemetry.md,
Reference,Reference\Application Insights data model\Event,Reference\Application Insights data model\,Event,../application-insights/application-insights-data-model-event-telemetry.md,../application-insights/,application-insights-data-model-event-telemetry.md,
Reference,Reference\Application Insights data model\Metric,Reference\Application Insights data model\,Metric,../application-insights/application-insights-data-model-metric-telemetry.md,../application-insights/,application-insights-data-model-metric-telemetry.md,
Reference,Reference\Application Insights data model\Context,Reference\Application Insights data model\,Context,../application-insights/application-insights-data-model-context.md,../application-insights/,application-insights-data-model-context.md,
Reference,Reference\Azure CLI,Reference\,Azure CLI,/cli/azure/monitor,../application-insights/,/cli/azure/monitor,
Reference,Reference\Azure Functions,Reference\,Azure Functions,../application-insights/azure-functions-supported-features.md,../application-insights/,azure-functions-supported-features.md,
Reference,Reference\Azure PowerShell\Monitor,Reference\Azure PowerShell\,Monitor,/powershell/module/azurerm.insights,../application-insights/,/powershell/module/azurerm.insights,
Reference,Reference\Azure PowerShell\Logs,Reference\Azure PowerShell\,Logs,/powershell/module/azurerm.operationalinsights,../application-insights/,/powershell/module/azurerm.operationalinsights,
Reference,Reference\REST API\Monitor,Reference\REST API\,Monitor,/rest/api/monitor/,../application-insights/,/rest/api/monitor/,
Reference,Reference\REST API\Logs,Reference\REST API\,Logs,/rest/api/loganalytics ,../application-insights/,/rest/api/loganalytics,
Reference,Reference\Metrics\Supported metrics,Reference\Metrics\,Supported metrics,../monitoring-and-diagnostics/monitoring-supported-metrics.md,../monitoring-and-diagnostics/,monitoring-supported-metrics.md,
Reference,Reference\Metrics\Supported metrics for newer alerts,Reference\Metrics\,Supported metrics for newer alerts,../monitoring-and-diagnostics/monitoring-near-real-time-metric-alerts.md,../monitoring-and-diagnostics/,monitoring-near-real-time-metric-alerts.md,
Reference,"Reference\Schemas\Diagnostic logs services, categories, and schemas",Reference\Schemas\,"Diagnostic logs services, categories, and schemas",../monitoring-and-diagnostics/monitoring-diagnostic-logs-schema.md,../monitoring-and-diagnostics/,monitoring-diagnostic-logs-schema.md,
Reference,Reference\Schemas\Activity log event schema,Reference\Schemas\,Activity log event schema,../monitoring-and-diagnostics/monitoring-activity-log-schema.md,../monitoring-and-diagnostics/,monitoring-activity-log-schema.md,
How-to guides,How-to guides\Visualize data\Power BI\Export log data,How-to guides\Visualize data\Power BI\,Export log data,platform/powerbi.md,platform/,powerbi.md,
Samples,Samples\Azure PowerShell,Samples\,Azure PowerShell,platform/powershell-samples.md,platform/,powershell-samples.md,
How-to guides,How-to guides\Automate\PowerShell\PowerShell cmdlets,How-to guides\Automate\PowerShell\,PowerShell cmdlets,platform/powershell-workspace-configuration.md,platform/,powershell-workspace-configuration.md,
How-to guides,How-to guides\Extend\Monitoring solutions\Collect monitoring data from a runbook,How-to guides\Extend\Monitoring solutions\,Collect monitoring data from a runbook,platform/runbook-datacollect.md,platform/,runbook-datacollect.md,
How-to guides,How-to guides\Plan and prepare\Manage workspaces\Design for service providers,How-to guides\Plan and prepare\Manage workspaces\,Design for service providers,platform/service-providers.md,platform/,service-providers.md,
Reference,Reference\Feature and API Retirement\Classic alerting & monitoring,Reference\Feature and API Retirement\,Classic alerting & monitoring,../monitoring-and-diagnostics/monitoring-classic-retirement.md,../monitoring-and-diagnostics/,monitoring-classic-retirement.md,
How-to guides,How-to guides\Automate\Resource Manager templates,How-to guides\Automate\,Resource Manager templates,platform/template-workspace-configuration.md,platform/,template-workspace-configuration.md,
How-to guides,How-to guides\Visualize data\Views,How-to guides\Visualize data\,Views,platform/view-designer.md,platform/,view-designer.md,
How-to guides,How-to guides\Visualize data\Views\Filters,How-to guides\Visualize data\Views\,Filters,platform/view-designer-filters.md,platform/,view-designer-filters.md,
How-to guides,How-to guides\Visualize data\Views\Visualization part reference,How-to guides\Visualize data\Views\,Visualization part reference,platform/view-designer-parts.md,platform/,view-designer-parts.md,
How-to guides,How-to guides\Visualize data\Views\Tile reference,How-to guides\Visualize data\Views\,Tile reference,platform/view-designer-tiles.md,platform/,view-designer-tiles.md,
How-to guides,How-to guides\Collect data\Install and configure agents\Troubleshoot\Log Analytics VM Extension,How-to guides\Collect data\Install and configure agents\Troubleshoot\,Log Analytics VM Extension,platform/vmext-troubleshoot.md,platform/,vmext-troubleshoot.md,
Concepts,Concepts\Visualize data,Concepts\,Visualize data,visualizations.md,,visualizations.md,
Resources,Resources\News\SDK release notes,Resources\News\,SDK release notes,../application-insights/app-insights-release-notes.md,../application-insights/,app-insights-release-notes.md,
Resources,Resources\News\Release notes for Developer Analytics Tools,Resources\News\,Release notes for Developer Analytics Tools,../application-insights/app-insights-release-notes-vsix.md,../application-insights/,app-insights-release-notes-vsix.md,
Resources,Resources\Windows Analytics,Resources\,Windows Analytics,https://www.microsoft.com/en-us/windowsforbusiness/windows-analytics,../application-insights/,https://www.microsoft.com/en-us/windowsforbusiness/windows-analytics,
Resources,Resources\Regional availability,Resources\,Regional availability,https://azure.microsoft.com/regions/services/,../application-insights/,https://azure.microsoft.com/regions/services/,
Resources,Resources\Videos,Resources\,Videos,https://azure.microsoft.com/resources/videos/index/,../application-insights/,https://azure.microsoft.com/resources/videos/index/,
Resources,Resources\Quickstart templates,Resources\,Quickstart templates,https://azure.microsoft.com/resources/templates/,../application-insights/,https://azure.microsoft.com/resources/templates/,
Resources,Resources\Stack Overflow,Resources\,Stack Overflow,https://stackoverflow.com/search,../application-insights/,https://stackoverflow.com/search,
Resources,Resources\Code samples,Resources\,Code samples,https://azure.microsoft.com/resources/samples/,../application-insights/,https://azure.microsoft.com/resources/samples/,
