TableName,ColumnName,ColumnOrdinal,DataType,ColumnType,Description,Standard Property,Needs validation
Alert,ValueFlags,69,System.Int32,int,,No,
Alert,ValueFlagsDescription,68,System.String,string,,No,
Alert,TimeGenerated,1,System.DateTime,datetime,Date and time the record was created.,Yes,
Alert,Type,71,System.String,string,The name of the table. This will beAlertfor all records in this table.,Yes,
ApplicationInsights,AccountAcquisitionDate,13,System.DateTime,datetime,,No,
ApplicationInsights,AnonAcquisitionDate,11,System.DateTime,datetime,,No,
ApplicationInsights,AnonUserId,86,System.String,string,,No,
ApplicationInsights,ApplicationId,2,System.String,string,Instrumentation key of the Application Insights app,No,
ApplicationInsights,ApplicationName,1,System.String,string,Name of the Application Insights app,No,
ApplicationInsights,ApplicationProtocol,61,System.String,string,Type of protocol used by the application,No,
ApplicationInsights,ApplicationTypeVersion,73,System.String,string,,No,
ApplicationInsights,AuthAcquisitionDate,12,System.DateTime,datetime,,No,
ApplicationInsights,AvailabilityCount,21,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,AvailabilityDuration,24,System.Double,real,"Time, in milliseconds, of the web test duration",No,
ApplicationInsights,AvailabilityDurationCount,25,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,AvailabilityDurationMax,27,System.Double,real,"For sampled records, this field shows the maximum web test duration (milliseconds) for the represented data points",No,
ApplicationInsights,AvailabilityDurationMin,26,System.Double,real,"For sampled records, this field shows the minimum web test duration (milliseconds) for the represented data points",No,
ApplicationInsights,AvailabilityDurationStdDev,28,System.Double,real,"For sampled records, this field shows the standard deviation between all web test durations (milliseconds) for the represented data points",No,
ApplicationInsights,AvailabilityMax,32,System.Double,real,,No,
ApplicationInsights,AvailabilityMessage,19,System.String,string,The message attached to the web test,No,
ApplicationInsights,AvailabilityMetricCount,30,System.Int32,int,,No,
ApplicationInsights,AvailabilityMin,31,System.Double,real,,No,
ApplicationInsights,AvailabilityResult,17,System.String,string,Indicates the success result of the web test,No,
ApplicationInsights,AvailabilityRunLocation,16,System.String,string,Geographic source of http request,No,
ApplicationInsights,AvailabilityStdDev,33,System.Double,real,,No,
ApplicationInsights,AvailabilityTestId,18,System.String,string,Unique GUID for the web test,No,
ApplicationInsights,AvailabilityTestName,15,System.String,string,Name of the web test,No,
ApplicationInsights,AvailabilityTimestamp,20,System.DateTime,datetime,Precise timestamp of the availability test,No,
ApplicationInsights,AvailabilityValue,29,System.Double,real,,No,
ApplicationInsights,Browser,48,System.String,string,,No,
ApplicationInsights,BrowserVersion,49,System.String,string,,No,
ApplicationInsights,City,7,System.String,string,City or town where the request originated,No,
ApplicationInsights,ClientIP,5,System.String,string,,No,
ApplicationInsights,Computer,57,System.String,string,,No,
ApplicationInsights,Continent,3,System.String,string,Continent where the request originated,No,
ApplicationInsights,Country,4,System.String,string,Country/region where the request originated,No,
ApplicationInsights,csUserAgent,47,System.String,string,,No,
ApplicationInsights,CustomEventCount,88,System.Int32,int,,No,
ApplicationInsights,CustomEventDimensions,89,System.String,string,,No,
ApplicationInsights,CustomEventName,87,System.String,string,,No,
ApplicationInsights,DataSizeMetricCount,23,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,DataSizeMetricValue,22,System.Double,real,1.0 or 0.0,No,
ApplicationInsights,DeveloperMode,55,System.String,string,,No,
ApplicationInsights,DeviceID,41,System.String,string,,No,
ApplicationInsights,DeviceModel,44,System.String,string,,No,
ApplicationInsights,DeviceName,43,System.String,string,,No,
ApplicationInsights,DeviceType,37,System.String,string,Client device,No,
ApplicationInsights,ExceptionAssembly,76,System.String,string,Assembly includes the framework and version as well as the public key token,No,
ApplicationInsights,ExceptionCount,80,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,ExceptionGroup,78,System.String,string,Type of the exception,No,
ApplicationInsights,ExceptionHandledAt,79,System.String,string,Indicates the level that handled the exception,No,
ApplicationInsights,ExceptionHasStack,82,System.SByte,bool,"True, if exception has a stack",No,
ApplicationInsights,ExceptionMessage,83,System.String,string,Message of the exception,No,
ApplicationInsights,ExceptionMethod,81,System.String,string,The method that creates the exception,No,
ApplicationInsights,ExceptionStack,84,System.String,string,,No,
ApplicationInsights,ExceptionType,77,System.String,string,Type of the exception,No,
ApplicationInsights,Host,58,System.String,string,Web server host,No,
ApplicationInsights,IsAuthenticated,10,System.SByte,bool,True or false,No,
ApplicationInsights,isSynthetic,8,System.String,string,Indicates whether the request was created by a user or by automated method. True = user generated or false = automated method,No,
ApplicationInsights,Language,40,System.String,string,,No,
ApplicationInsights,Latitude,50,System.String,string,,No,
ApplicationInsights,LocalSubnet,38,System.String,string,,No,
ApplicationInsights,Longitude,51,System.String,string,,No,
ApplicationInsights,ManagementGroupName,74,System.String,string,,No,
ApplicationInsights,OperationID,52,System.String,string,Items that have the same operation ID are shown as Related Items in the portal. Usually the request ID,No,
ApplicationInsights,OperationName,54,System.String,string,,No,
ApplicationInsights,OS,45,System.String,string,,No,
ApplicationInsights,OsVersion,46,System.String,string,,No,
ApplicationInsights,PageViewCount,91,System.Int32,int,,No,
ApplicationInsights,PageViewDuration,96,System.Double,real,,No,
ApplicationInsights,PageViewDurationCount,92,System.Int32,int,,No,
ApplicationInsights,PageViewDurationMax,94,System.Double,real,,No,
ApplicationInsights,PageViewDurationMin,93,System.Double,real,,No,
ApplicationInsights,PageViewDurationStdDev,95,System.Double,real,,No,
ApplicationInsights,PageViewName,90,System.String,string,,No,
ApplicationInsights,ParentOperationID,53,System.String,string,ID of the parent operation,No,
ApplicationInsights,Province,6,System.String,string,"Province, state, or locale where the request originated",No,
ApplicationInsights,RequestCount,66,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,RequestDuration,67,System.Double,real,"Time, in seconds, of the request duration",No,
ApplicationInsights,RequestDurationCount,68,System.Int32,int,"100/(Sampling Rate). For example, 4 => 25%",No,
ApplicationInsights,RequestDurationMax,70,System.Double,real,"For sampled records, this field shows the maximum request duration (milliseconds) for the represented data points",No,
ApplicationInsights,RequestDurationMin,69,System.Double,real,"For sampled records, this field shows the minimum request duration (milliseconds) for the represented data points.",No,
ApplicationInsights,RequestDurationStdDev,71,System.Double,real,"For sampled records, this field shows the standard deviation between all request durations (milliseconds) for the represented data points",No,
ApplicationInsights,RequestID,64,System.String,string,ID to uniquely identify the request,No,
ApplicationInsights,RequestName,65,System.String,string,GET/POST + URL base,No,
ApplicationInsights,RequestSuccess,63,System.SByte,bool,Indicates success or failure. True or false.,No,
ApplicationInsights,ResponseCode,62,System.String,string,HTTP response sent to client,No,
ApplicationInsights,Role,42,System.String,string,,No,
ApplicationInsights,RoleInstance,75,System.String,string,ID of server host,No,
ApplicationInsights,SampledCount,14,System.Int32,int,"100/(SamplingRate). For example, 4 => 25%",No,
ApplicationInsights,SamplingRate,9,System.String,string,Percentage of telemetry generated by the SDK that is sent to portal. Range 0.0-100.0.,No,
ApplicationInsights,ScreenResolution,39,System.String,string,,No,
ApplicationInsights,SessionId,56,System.String,string,GUID to uniquely identify the session where the request was created,No,
ApplicationInsights,SourceSystem,34,System.String,string,ApplicationInsights,Yes,
ApplicationInsights,sPort,60,System.Int32,int,,No,
ApplicationInsights,TelemetryType,0,System.String,string,"Availability, Exception, Request",No,
ApplicationInsights,TenantId,35,System.String,string,ID of the worksapce that stores this record,No,
ApplicationInsights,URL,72,System.String,string,URL of the request not including host,No,
ApplicationInsights,URLBase,59,System.String,string,Full URL of the request,No,
ApplicationInsights,UserAccountId,85,System.String,string,,No,
ApplicationInsights,TimeGenerated,36,System.DateTime,datetime,Time of the record,Yes,
ApplicationInsights,Type,97,System.String,string,The name of the table. This will beApplicationInsightsfor all records in this table.,Yes,
AuditLogs,SourceSystem,1,System.String,string,,Yes,
AuditLogs,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
AuditLogs,TenantId,0,System.String,string,ID of the workspace that stores this record,No,
AuditLogs,ResourceId,3,System.String,string,,No,
AuditLogs,OperationName,4,System.String,string,Name of the operation.,No,
AuditLogs,OperationVersion,5,System.String,string, REST API version that's requested by the client.,No,
AuditLogs,Category,6,System.String,string,"Currently, Audit is the only supported value.",No,
AuditLogs,ResultType,7,System.String,string,Result of the operation. Possible values are Success and Failure.,No,
AuditLogs,ResultSignature,8,System.String,string,Property is not used and can be ignored.,No,
AuditLogs,ResultDescription,9,System.String,string,Additional description of the result.,No,
AuditLogs,DurationMs,10,System.Int64,long,Property is not used and can be ignored.,No,
AuditLogs,CorrelationId,11,System.String,string,Optional GUID that's passed by the client. Can help correlate client-side operations with server-side operations and is useful when tracking logs that span services.,No,
AuditLogs,Resource,12,System.String,string,,No,
AuditLogs,ResourceGroup,13,System.String,string,,No,
AuditLogs,ResourceProvider,14,System.String,string,,No,
AuditLogs,Identity,15,System.String,string,"Identity from the token that was presented when the request was made. The identity can be a user account, system account, or service principal.",No,
AuditLogs,Level,16,System.String,string,Message type. This is currently always Informational.,No,
AuditLogs,Location,17,System.String,string,Location of the datacenter.,No,
AuditLogs,AdditionalDetails,18,System.Object,dynamic,Indicates additional details on the activity.,No,
AuditLogs,Id,19,System.String,string,GUID that uniquely identifies the activity.,No,
AuditLogs,InitiatedBy,20,System.Object,dynamic,User or app initiated the activity.,No,
AuditLogs,LoggedByService,21,System.String,string,"Service that initiated the activity (For example: Self-service Password Management, Core Directory, B2C, Invited Users, Microsoft Identity Manager, Privileged Identity Management.",No,
AuditLogs,Result,22,System.String,string,"Result of the activity. Possible values are: success, failure, timeout, unknownFutureValue.",No,
AuditLogs,ResultReason,23,System.String,string,Describes cause of failure or timeout results.,No,
AuditLogs,TargetResources,24,System.Object,dynamic,"Indicates information on which resource was changed due to the activity. Target Resource Type can be User, Device, Directory, App, Role, Group, Policy or Other.",No,
AuditLogs,AADTenantId,25,System.String,string,ID of the ADD tenant,No,
AuditLogs,ActivityDisplayName,26,System.String,string,"Activity name or the operation name. Examples include Create User and Add member to group. For full list, see Azure AD activity list.",No,
AuditLogs,ActivityDateTime,27,System.DateTime,datetime,Date and time the activity was performed in UTC. ,No,
AuditLogs,AADOperationType,28,System.String,string,"Type of the operation. Possible values are Add, Update, Delete, and Other.",No,
AuditLogs,Type,29,System.String,string,Name of the table. This will be AuditLogs for all records in this table.,Yes,
AutoscaleEvaluationsLog,AutoscaleMetricName,25,System.String,string,,No,
AutoscaleEvaluationsLog,AvailabilitySet,10,System.String,string,,No,
AutoscaleEvaluationsLog,Category,5,System.String,string,,No,
AutoscaleEvaluationsLog,CloudServiceName,11,System.String,string,,No,
AutoscaleEvaluationsLog,CloudServiceRole,36,System.String,string,,No,
AutoscaleEvaluationsLog,CoolDown,12,System.Int32,int,,No,
AutoscaleEvaluationsLog,CorrelationId,8,System.String,string,,No,
AutoscaleEvaluationsLog,CurrentInstanceCount,13,System.Int32,int,,No,
AutoscaleEvaluationsLog,DefaultInstanceCount,15,System.Int32,int,,No,
AutoscaleEvaluationsLog,DeploymentSlot,16,System.String,string,,No,
AutoscaleEvaluationsLog,EstimateScaleResult,18,System.String,string,,No,
AutoscaleEvaluationsLog,EvaluationResult,19,System.String,string,,No,
AutoscaleEvaluationsLog,EvaluationTime,20,System.DateTime,datetime,,No,
AutoscaleEvaluationsLog,InstanceUpdateReason,35,System.String,string,,No,
AutoscaleEvaluationsLog,LastScaleActionOperationId,21,System.String,string,,No,
AutoscaleEvaluationsLog,LastScaleActionOperationStatus,22,System.String,string,,No,
AutoscaleEvaluationsLog,LastScaleActionTime,23,System.DateTime,datetime,,No,
AutoscaleEvaluationsLog,MaximumInstanceCount,24,System.Int32,int,,No,
AutoscaleEvaluationsLog,MetricData,14,System.String,string,,No,
AutoscaleEvaluationsLog,MetricEndTime,17,System.DateTime,datetime,,No,
AutoscaleEvaluationsLog,MetricNamespace,26,System.String,string,,No,
AutoscaleEvaluationsLog,MetricStartTime,42,System.DateTime,datetime,,No,
AutoscaleEvaluationsLog,MetricTimeGrain,45,System.String,string,,No,
AutoscaleEvaluationsLog,MinimumInstanceCount,27,System.Int32,int,,No,
AutoscaleEvaluationsLog,NewInstanceCount,28,System.Int32,int,,No,
AutoscaleEvaluationsLog,ObservedValue,29,System.Double,real,,No,
AutoscaleEvaluationsLog,OperationName,4,System.String,string,,No,
AutoscaleEvaluationsLog,Operator,30,System.String,string,,No,
AutoscaleEvaluationsLog,Profile,31,System.String,string,,No,
AutoscaleEvaluationsLog,ProfileEvaluationTime,32,System.DateTime,datetime,,No,
AutoscaleEvaluationsLog,ProfileSelected,33,System.SByte,bool,,No,
AutoscaleEvaluationsLog,Projection,34,System.Double,real,,No,
AutoscaleEvaluationsLog,ResourceId,3,System.String,string,,No,
AutoscaleEvaluationsLog,ResultDescription,7,System.String,string,,No,
AutoscaleEvaluationsLog,ResultType,6,System.String,string,,No,
AutoscaleEvaluationsLog,SelectedAutoscaleProfile,37,System.String,string,,No,
AutoscaleEvaluationsLog,ServerFarm,38,System.String,string,,No,
AutoscaleEvaluationsLog,ShouldUpdateInstance,39,System.SByte,bool,,No,
AutoscaleEvaluationsLog,SkipCurrentAutoscaleEvaluation,40,System.SByte,bool,,No,
AutoscaleEvaluationsLog,SkipRuleEvaluationForCooldown,41,System.SByte,bool,,No,
AutoscaleEvaluationsLog,TargetResourceId,9,System.String,string,,No,
AutoscaleEvaluationsLog,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
AutoscaleEvaluationsLog,Threshold,43,System.Double,real,,No,
AutoscaleEvaluationsLog,TimeAggregationType,44,System.String,string,,No,
AutoscaleEvaluationsLog,TimeGrainStatistic,46,System.String,string,,No,
AutoscaleEvaluationsLog,TimeWindow,47,System.String,string,,No,
AutoscaleEvaluationsLog,Webspace,48,System.String,string,,No,
AutoscaleEvaluationsLog,SourceSystem,1,System.String,string,,Yes,
AutoscaleEvaluationsLog,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
AutoscaleEvaluationsLog,Type,49,System.String,string,The name of the table. This will beAutoscaleEvaluationsLogfor all records in this table.,Yes,
AzureActivity,_ResourceId,28,System.String,string,ID of the resoure the record is associated with.,Yes,
AzureActivity,ActivityStatus,3,System.String,string,"Status of the operation. Common values include Started, In Progress, Succeeded, Failed, Active, Resolved.",No,
AzureActivity,ActivityStatusValue,4,System.String,string,,No,
AzureActivity,ActivitySubstatus,5,System.String,string,,No,
AzureActivity,ActivitySubstatusValue,6,System.String,string,,No,
AzureActivity,Authorization,17,System.String,string,,No,
AzureActivity,Caller,10,System.String,string,,No,
AzureActivity,CallerIpAddress,11,System.String,string,IP address of the client that made the request.,No,
AzureActivity,Category,12,System.String,string,Category of the operation.,No,
AzureActivity,CategoryValue,13,System.String,string,,No,
AzureActivity,CorrelationId,9,System.String,string,Optional GUID passed by the client. Can help correlate client-side operations with server-side operations and is useful when tracking logs that span services.,No,
AzureActivity,EventDataId,23,System.String,string,,No,
AzureActivity,EventSubmissionTimestamp,16,System.DateTime,datetime,,No,
AzureActivity,HTTPRequest,14,System.String,string,,No,
AzureActivity,Level,2,System.String,string,,No,
AzureActivity,OperationId,19,System.String,string,,No,
AzureActivity,OperationName,0,System.String,string,Name of the operation.,No,
AzureActivity,OperationNameValue,1,System.String,string,,No,
AzureActivity,Properties,15,System.String,string,,No,
AzureActivity,Resource,22,System.String,string,,No,
AzureActivity,ResourceGroup,7,System.String,string,,No,
AzureActivity,ResourceId,18,System.String,string,,No,
AzureActivity,ResourceProvider,20,System.String,string,,No,
AzureActivity,ResourceProviderValue,21,System.String,string,,No,
AzureActivity,SubscriptionId,8,System.String,string,,No,
AzureActivity,TenantId,24,System.String,string,ID of the worksapce that stores this record,No,
AzureActivity,SourceSystem,26,System.String,string,,Yes,
AzureActivity,TimeGenerated,25,System.DateTime,datetime,Date and time the record was created.,Yes,
AzureActivity,Type,27,System.String,string,The name of the table. This will beAzureActivityfor all records in this table.,Yes,
AzureDiagnostics,_ResourceId,505,System.String,string,,Yes,
AzureDiagnostics,_schema_s,306,System.String,string,,No,
AzureDiagnostics,action_id_s,23,System.String,string,,No,
AzureDiagnostics,action_name_s,24,System.String,string,,No,
AzureDiagnostics,action_s,459,System.String,string,,No,
AzureDiagnostics,activeLocation_s,265,System.String,string,,No,
AzureDiagnostics,activityId_g,81,System.String,string,,No,
AzureDiagnostics,additional_information_s,43,System.String,string,,No,
AzureDiagnostics,AdHocOrScheduledJob_s,135,System.String,string,Field to specify if the job is Ad Hoc or Scheduled,No,
AzureDiagnostics,affected_rows_d,22,System.Double,real,,No,
AzureDiagnostics,affectedResourceId_g,279,System.String,string,,No,
AzureDiagnostics,affectedResourceId_s,275,System.String,string,,No,
AzureDiagnostics,affectedResourceName_s,276,System.String,string,,No,
AzureDiagnostics,affectedResourceType_s,277,System.String,string,,No,
AzureDiagnostics,AgentVersion_s,140,System.String,string,Version number of Agent Backup or the Protection Agent (In case of SC DPM and MABS),No,
AzureDiagnostics,agentVersion_s,249,System.String,string,,No,
AzureDiagnostics,AlertCode_s,114,System.String,string,Code to uniquely identify an alert type,No,
AzureDiagnostics,AlertConsolidationStatus_s,111,System.String,string,Identify if the alert is a consolidated alert or not,No,
AzureDiagnostics,AlertOccurrenceDateTime_s,329,System.String,string,Date and time when alert was created,No,
AzureDiagnostics,AlertRaisedOn_s,113,System.String,string,Type of entity the alert is raised on,No,
AzureDiagnostics,AlertSeverity_s,330,System.String,string,"Severity of the alert, for example, Critical",No,
AzureDiagnostics,AlertStatus_s,328,System.String,string,"Severity of the alert, for example, Critical",No,
AzureDiagnostics,AlertType_s,327,System.String,string,"Type of alert, for example, Backup",No,
AzureDiagnostics,AlertUniqueId_s,326,System.String,string,Unique identifier of the generated alert,No,
AzureDiagnostics,application_name_s,45,System.String,string,,No,
AzureDiagnostics,AppName_s,133,System.String,string,,No,
AzureDiagnostics,AppTypeName_s,134,System.String,string,,No,
AzureDiagnostics,audit_schema_version_d,7,System.Double,real,,No,
AzureDiagnostics,AzureBackupAgentVersion_s,371,System.String,string,Version of the Azure Backup Agent on the Backup Management Server,No,
AzureDiagnostics,AzureDataCenter_s,364,System.String,string,Data center where vault is located,No,
AzureDiagnostics,BackupDaysOfTheWeek_s,345,System.String,string,Days of the week when backups have been scheduled,No,
AzureDiagnostics,BackupFrequency_s,343,System.String,string,"Frequency with which backups are run, for example, daily, weekly",No,
AzureDiagnostics,BackupItemAppVersion_s,116,System.String,string,Application version of the backup item,No,
AzureDiagnostics,BackupItemFriendlyName_s,376,System.String,string,Friendly name of backup item,No,
AzureDiagnostics,BackupItemId_s,374,System.String,string,Identifier of backup item (This field is only for v1 schema),No,
AzureDiagnostics,BackupItemName_s,375,System.String,string,Name of backup item,No,
AzureDiagnostics,BackupItemProtectionState_s,146,System.String,string,Protection State of the Backup Item,No,
AzureDiagnostics,BackupItemSourceSize_s,117,System.String,string,Front-end size of the backup item,No,
AzureDiagnostics,BackupItemType_s,377,System.String,string,"Type of backup item, for example, VM, FileFolder
-OR-
The workloads for which this volume is the preferred storage",No,
AzureDiagnostics,BackupItemUniqueId_s,373,System.String,string,"Unique identifier of the backup item associated with the alert
-OR-
Unique identifier of the backup item
-OR-
Unique Id used to identify the backup item related to the storage entity
-OR-
Unique Id used to identify the backup item for VMs backed up using DPM, MABS",No,
AzureDiagnostics,BackupManagementServerUniqueId_s,370,System.String,string,"Field to uniquely identify the Backup Management Server the Backup Item is protected through, if applicable
-OR-
Field to uniquely identify the Backup Management Server
-OR-
Unique Id used to identify the backup management server related to the storage entity",No,
AzureDiagnostics,BackupManagementType_s,382,System.String,string,"Provider type for performing backup, for example, IaaSVM, FileFolder to which this alert belongs to
-OR-
Provider type for server doing backup job, for example, IaaSVM, FileFolder
-OR-
Provider type for performing backup. For example, IaaSVM, FileFolderEntityState_s",No,
AzureDiagnostics,BackupStorageDestination_s,338,System.String,string,"Destination of backup storage, for example, Cloud, Disk",No,
AzureDiagnostics,BackupTimes_s,344,System.String,string,Date and time when backups are scheduled,No,
AzureDiagnostics,blocked_process_filtered_s,58,System.String,string,Blocked process report XML,No,
AzureDiagnostics,cache_s,77,System.String,string,,No,
AzureDiagnostics,Caller_s,494,System.String,string,Who initiated the operation. Possible values are either an email address or system for scheduled jobs.,No,
AzureDiagnostics,CallerIPAddress,432,System.String,string,IP address of the client who made the request,No,
AzureDiagnostics,Category,495,System.String,string,"AuditEvent
-OR-
Classification of the type of data. For Automation, the value is JobLogs.
-OR-
Classification of the type of data. For Automation, the value is JobStreams.
-OR-
DscNodeStatus
-OR-
Category of diagnostics data pushed to Azure Monitor logs. Always AzureBackupReport
-OR-
This field represents category of diagnostics data pushed to Log Analytics, it is AzureBackupReport
-OR-
This field represents category of diagnostics data pushed to Azure Monitor logs, it is AzureBackupReport
-OR-
Name of the category. Always: ResourceUsageStats
-OR-
Name of the category. Always: QueryStoreWaitStatistics
-OR-
Name of the category. Always: Errors
-OR-
Name of the category. Always: DatabaseWaitStatistics
-OR-
Name of the category. Always: Timeouts
-OR-
Name of the category. Always: Blocks
-OR-
Name of the category. Always: Deadlocks
-OR-
Name of the category. Always: AutomaticTuning",No,
AzureDiagnostics,class_type_description_s,26,System.String,string,,No,
AzureDiagnostics,class_type_s,25,System.String,string,,No,
AzureDiagnostics,client_ip_s,28,System.String,string,,No,
AzureDiagnostics,clientInfo_s,433,System.String,string,,No,
AzureDiagnostics,clientIP_s,441,System.String,string,,No,
AzureDiagnostics,clientIp_s,452,System.String,string,,No,
AzureDiagnostics,clientIpAddress_s,87,System.String,string,,No,
AzureDiagnostics,clientPort_d,447,System.Double,real,,No,
AzureDiagnostics,clientPort_s,453,System.String,string,,No,
AzureDiagnostics,clientProtocol_s,79,System.String,string,,No,
AzureDiagnostics,clientTime_d,78,System.Double,real,,No,
AzureDiagnostics,CloudStorageInBytes_s,331,System.String,string,"Cloud backup storage used by backups, calculated based on latest value (This field is only for v1 schema)",No,
AzureDiagnostics,ClusterName_s,130,System.String,string,,No,
AzureDiagnostics,code_s,315,System.String,string,,No,
AzureDiagnostics,collectionName_s,51,System.String,string,,No,
AzureDiagnostics,collectionRid_s,84,System.String,string,,No,
AzureDiagnostics,Computer,5,System.String,string,,No,
AzureDiagnostics,conditions_destinationIP_s,469,System.String,string,,No,
AzureDiagnostics,conditions_destinationPortRange_s,466,System.String,string,,No,
AzureDiagnostics,conditions_None_s,470,System.String,string,,No,
AzureDiagnostics,conditions_protocols_s,465,System.String,string,,No,
AzureDiagnostics,conditions_sourceIP_s,468,System.String,string,,No,
AzureDiagnostics,conditions_sourcePortRange_s,467,System.String,string,,No,
AzureDiagnostics,ConfigurationMode_s,401,System.String,string,"How the configuration is applied to the node. Possible values are ""ApplyOnly"",""ApplyandMonitior"", and ""ApplyandAutoCorrect"". 

- ApplyOnly: DSC applies the configuration and does nothing further unless a new configuration is pushed to the target node or when a new configuration is pulled from a server. After initial application of a new configuration, DSC does not check for drift from a previously configured state. DSC attempts to apply the configuration until it is successful before ApplyOnly takes effect. 

- ApplyAndMonitor: This is the default value. The LCM applies any new configurations. After initial application of a new configuration, if the target node drifts from the desired state, DSC reports the discrepancy in logs. DSC attempts to apply the configuration until it is successful before ApplyAndMonitor takes effect.

- ApplyAndAutoCorrect: DSC applies any new configurations. After initial application of a new configuration, if the target node drifts from the desired state, DSC reports the discrepancy in logs, and then reapplies the current configuration.",No,
AzureDiagnostics,connection_id_g,48,System.String,string,,No,
AzureDiagnostics,correlation_actionTrackingId_g,319,System.String,string,,No,
AzureDiagnostics,correlation_clientTrackingId_s,313,System.String,string,,No,
AzureDiagnostics,CorrelationId,502,System.String,string,"An optional GUID that the client can pass to correlate client-side logs with service-side (Key Vault) logs.
-OR-
GUID that is the Correlation Id of the runbook job.
-OR-
GUID that is the Correlation Id of the compliance report.",No,
AzureDiagnostics,count_executions_d,233,System.Double,real,"Number of executions of the query
-OR-
Count of executions of the query",No,
AzureDiagnostics,CountOfAlertsConsolidated_s,112,System.String,string,Number of alerts consolidated if it is a consolidated alert,No,
AzureDiagnostics,cpu_time_d,194,System.Double,real,Total CPU time consumed by the query in microseconds,No,
AzureDiagnostics,DailyRetentionDuration_s,347,System.String,string,Total retention duration in days for configured backups,No,
AzureDiagnostics,DailyRetentionTimes_s,348,System.String,string,Date and time when daily retention was configured,No,
AzureDiagnostics,data_sensitivity_information_s,46,System.String,string,,No,
AzureDiagnostics,database_name_s,39,System.String,string,,No,
AzureDiagnostics,database_principal_id_d,14,System.Double,real,,No,
AzureDiagnostics,database_principal_name_s,34,System.String,string,,No,
AzureDiagnostics,databaseName_s,174,System.String,string,,No,
AzureDiagnostics,DatabaseName_s,217,System.String,string,Name of the database,No,
AzureDiagnostics,databaseRid_s,52,System.String,string,,No,
AzureDiagnostics,DataTransferredInMB_s,340,System.String,string,Data transferred in MB for this job,No,
AzureDiagnostics,delta_max_wait_time_ms_d,211,System.Double,real,Max waited time per execution,No,
AzureDiagnostics,delta_signal_wait_time_ms_d,212,System.Double,real,Total signals wait time,No,
AzureDiagnostics,delta_wait_time_ms_d,213,System.Double,real,Total wait time in the period,No,
AzureDiagnostics,delta_waiting_tasks_count_d,214,System.Double,real,Number of waiting tasks,No,
AzureDiagnostics,DeploymentUnit_s,60,System.String,string,,No,
AzureDiagnostics,description_s,241,System.String,string,,No,
AzureDiagnostics,details_data_s,462,System.String,string,,No,
AzureDiagnostics,details_file_s,463,System.String,string,,No,
AzureDiagnostics,details_line_s,464,System.String,string,,No,
AzureDiagnostics,details_message_s,461,System.String,string,,No,
AzureDiagnostics,detections_s,177,System.String,string,,No,
AzureDiagnostics,dipDownCount_d,289,System.Double,real,,No,
AzureDiagnostics,direction_s,476,System.String,string,,No,
AzureDiagnostics,dop_d,196,System.Double,real,Sum of degrees of parallelism,No,
AzureDiagnostics,DscConfigurationName_s,394,System.String,string,The name of the configuration applied to the node.,No,
AzureDiagnostics,DscModuleName_s,392,System.String,string,The name of the PowerShell module that contains the DSC resource.,No,
AzureDiagnostics,DscModuleVersion_s,393,System.String,string,The version of the PowerShell module that contains the DSC resource.,No,
AzureDiagnostics,DscReportId_g,405,System.String,string,GUID that identifies the report.,No,
AzureDiagnostics,DscReportStatus_s,400,System.String,string,Whether the compliance check ran successfully.,No,
AzureDiagnostics,DscResourceDuration_d,397,System.Double,real,"The time, in seconds, that the DSC resource ran.",No,
AzureDiagnostics,DscResourceId_s,389,System.String,string,The name of the DSC resource instance.,No,
AzureDiagnostics,DscResourceName_s,390,System.String,string,The name of the DSC resource.,No,
AzureDiagnostics,DscResourceStatus_s,391,System.String,string,Whether the DSC resource is in compliance.,No,
AzureDiagnostics,duration_d,202,System.Double,real,"Total execution time in microseconds
-OR-
Duration of the lock in microseconds",No,
AzureDiagnostics,duration_milliseconds_d,20,System.Double,real,,No,
AzureDiagnostics,duration_s,86,System.String,string,,No,
AzureDiagnostics,DurationMs,437,System.Int64,long,"Time it took to service the REST API request, in milliseconds. This time does not include network latency, so the time that you measure on the client side might not match this time.",No,
AzureDiagnostics,ElasticPoolName_s,216,System.String,string,"Name of the elastic pool for the database, if any",No,
AzureDiagnostics,end_utc_date_t,210,System.DateTime,datetime,Measured period end time,No,
AzureDiagnostics,endTime_t,321,System.DateTime,datetime,,No,
AzureDiagnostics,error_code_s,302,System.String,string,,No,
AzureDiagnostics,error_message_s,303,System.String,string,,No,
AzureDiagnostics,error_number_d,184,System.Double,real,Error code,No,
AzureDiagnostics,error_state_d,108,System.Double,real,Error state code,No,
AzureDiagnostics,ErrorCode_s,395,System.String,string,The error code if the resource failed.,No,
AzureDiagnostics,ErrorMessage_s,396,System.String,string,The error message if the resource failed.,No,
AzureDiagnostics,event_id_g,49,System.String,string,,No,
