service,folder,file,type,test,link,media name,mediafolder,folder match
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-alerts.md , Media    , True  , ./media/app-insights-alerts/01-set-metric.png,app-insights-alerts/01-set-metric.png,app-insights-alerts,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-alerts.md , Media    , True  , ./media/app-insights-alerts/09-alerts.png,app-insights-alerts/09-alerts.png,app-insights-alerts,TRUE
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , string-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , datetime-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , advanced-aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , json-data-structures.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , advanced-query-writing.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , charts.md , Article  , False , joins.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/betweenoperator,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/totimespanfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/binfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/nowfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/weekofyearfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Docs URL ,       , /azure/kusto/query/startofyearfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , string-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , advanced-aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , json-data-structures.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , advanced-query-writing.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , joins.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , datetime-operations.md , Article  , False , charts.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , examples.md , Web URL  ,       , https://docs.microsoft.com/azure/kusto/query/,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , examples.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , examples.md , Docs URL ,       , /azure/kusto/query,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , examples.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-analytics-portal.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics.md , Media    , True  , ./media/app-insights-analytics/001.png,app-insights-analytics/001.png,app-insights-analytics,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics.md , Media    , True  , ./media/app-insights-analytics/030.png,app-insights-analytics/030.png,app-insights-analytics,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-import.md , Media    , True  , ./media/app-insights-analytics-import/add-new-data-source.png,app-insights-analytics-import/add-new-data-source.png,app-insights-analytics-import,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-import.md , Media    , True  , ./media/app-insights-analytics-import/analytics-upload-process.png,app-insights-analytics-import/analytics-upload-process.png,app-insights-analytics-import,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-import.md , Media    , True  , ./media/app-insights-analytics-import/data-source-review-schema.png,app-insights-analytics-import/data-source-review-schema.png,app-insights-analytics-import,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-import.md , Media    , True  , ./media/app-insights-analytics-import/sample-data-file.png,app-insights-analytics-import/sample-data-file.png,app-insights-analytics-import,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/010.png,app-insights-analytics-troubleshooting/010.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/020.png,app-insights-analytics-troubleshooting/020.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/030.png,app-insights-analytics-troubleshooting/030.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/033.png,app-insights-analytics-troubleshooting/033.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/040.png,app-insights-analytics-troubleshooting/040.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/050.png,app-insights-analytics-troubleshooting/050.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/060.png,app-insights-analytics-troubleshooting/060.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/070.png,app-insights-analytics-troubleshooting/070.png,app-insights-analytics-troubleshooting,TRUE
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-analytics-portal.md , Article  , False , ../log-analytics-powerbi.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-analytics-portal.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-queries.md , Article  , False , get-started-analytics-portal.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-queries.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-analytics-troubleshooting.md , Media    , True  , ./media/app-insights-analytics-troubleshooting/080.png,app-insights-analytics-troubleshooting/080.png,app-insights-analytics-troubleshooting,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/00.png,app-insights-annotations/00.png,app-insights-annotations,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/10.png,app-insights-annotations/10.png,app-insights-annotations,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/20.png,app-insights-annotations/20.png,app-insights-annotations,TRUE
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , get-started-queries.md , Article  , False , search-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/30.png,app-insights-annotations/30.png,app-insights-annotations,TRUE
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , string-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , advanced-aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , json-data-structures.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , advanced-query-writing.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , joins.md , Article  , False , charts.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/40.png,app-insights-annotations/40.png,app-insights-annotations,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/50.png,app-insights-annotations/50.png,app-insights-annotations,TRUE
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , string-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , datetime-operations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , advanced-aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , advanced-query-writing.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , joins.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , json-data-structures.md , Article  , False , charts.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /kusto/query/aliasstatement,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/queryparametersstatement,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/clusterfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/cursorafterfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/cursorbeforeoratfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/cursorcurrent,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/databasefunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/current-principalfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/extentidfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/extenttagsfunction,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/joincrosscluster,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/externaldata-operator,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/sqlrequestplugin,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Article  , False , app-expression.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Article  , False , workspace-expression.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Article  , False , ../log-analytics-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Article  , False , /log-analytics/query-language/get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , kusto.md , Docs URL ,       , /azure/kusto/query/,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , search-queries.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , search-queries.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , search-queries.md , Web URL  ,       , https://aka.ms/LogAnalyticsLanguage,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , splunk-cheatsheet.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , splunk-cheatsheet.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , sql-cheatsheet.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , ../../../includes/log-analytics-demo-environment.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , advanced-aggregations.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , charts.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , json-data-structures.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , advanced-query-writing.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , string-operations.md , Article  , False , joins.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , useful-operators.md , Article  , False , get-started-queries.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , workspace-expression.md , Article  , False , workspace-expression.md,,,
log-analytics\query-language ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\query-language , workspace-expression.md , Article  , False , ../../log-analytics/log-analytics-log-search.md,,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Article  , False , ../../../includes/sample-powershell-install-no-ssh.md,,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Article  , False , ../../../includes/quickstarts-free-trial-note.md,,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Unknown  ,       ," [!code-powershell[main](../../../powershell_scripts/log-analytics/log-analytics-create-new-resource/log-analytics-create-new-resource.ps1 ""Create new Log Analytics workspace"")",,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Docs URL ,       , /powershell/module/azurerm.operationalinsights/get-azurermoperationalinsightsworkspace,,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Docs URL ,       , /powershell/module/azurerm.operationalinsights/new-azurermoperationalinsightsworkspace,,,
log-analytics\scripts ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics\scripts , log-analytics-powershell-sample-create-workspace.md , Docs URL ,       , /powershell/azure/overview,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-annotations.md , Media    , True  , ./media/app-insights-annotations/60.png,app-insights-annotations/60.png,app-insights-annotations,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-api-custom-events-metrics.md , Media    , True  , ./media/app-insights-api-custom-events-metrics/21.png,app-insights-api-custom-events-metrics/21.png,app-insights-api-custom-events-metrics,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/001.png,app-insights-app-map/001.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , ./media/app-insights-app-map/13.png,app-insights-app-map/13.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/alerts.png,app-insights-app-map/alerts.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/alerts-view.png,app-insights-app-map/alerts-view.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/analytics.png,app-insights-app-map/analytics.png,app-insights-app-map,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity-logs-subscriptions.md , Web URL  ,       , https://docs.microsoft.com/connectors/eventhubs/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity-logs-subscriptions.md , Web URL  ,       , https://docs.microsoft.com/connectors/azureloganalyticsdatacollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/application-map-001.png,app-insights-app-map/application-map-001.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/end-to-end-transaction.png,app-insights-app-map/end-to-end-transaction.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/failures.png,app-insights-app-map/failures.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/go-to-details.png,app-insights-app-map/go-to-details.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/investigate-failures.png,app-insights-app-map/investigate-failures.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/investigate-performance.png,app-insights-app-map/investigate-performance.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/performance.png,app-insights-app-map/performance.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-app-map.md , Media    , True  , media/app-insights-app-map/view-in-analytics.png,app-insights-app-map/view-in-analytics.png,app-insights-app-map,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/0001-configure-application-insights.png,app-insights-asp-net/0001-configure-application-insights.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/0002-update-sdk.png,app-insights-asp-net/0002-update-sdk.png,app-insights-asp-net,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity-logs-subscriptions.md , Web URL  ,       , https://docs.microsoft.com/connectors/azureloganalyticsdatacollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/0004-start-free.png,app-insights-asp-net/0004-start-free.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/0005-register-ed.png,app-insights-asp-net/0005-register-ed.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/0006-Events.png,app-insights-asp-net/0006-Events.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/01-scheme.png,app-insights-asp-net/01-scheme.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/55.png,app-insights-asp-net/55.png,app-insights-asp-net,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net.md , Media    , True  , ./media/app-insights-asp-net/66.png,app-insights-asp-net/66.png,app-insights-asp-net,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity.md , Article  , False , log-analytics-windows-agent.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity.md , Article  , False , log-analytics-linux-agents.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity.md , Article  , False , log-analytics-add-solutions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-vsts-continuous-monitoring.md , Media    , True  , .\media\app-insights-continuous-monitoring\003.png,app-insights-continuous-monitoring/003.png,app-insights-continuous-monitoring,FALSE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/0013-copy-url.png,app-insights-asp-net-core/0013-copy-url.png,app-insights-asp-net-core,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/0019-overview-updated.png,app-insights-asp-net-core/0019-overview-updated.png,app-insights-asp-net-core,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/001-new-project.png,app-insights-asp-net-core/001-new-project.png,app-insights-asp-net-core,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity.md , Article  , False , log-analytics-alerts-creating.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-activity.md , Article  , False , log-analytics-log-searches.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/0020-live-metrics-stream.png,app-insights-asp-net-core/0020-live-metrics-stream.png,app-insights-asp-net-core,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/002-asp-net-core-web-application.png,app-insights-asp-net-core/002-asp-net-core-web-application.png,app-insights-asp-net-core,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/003-web-application.png,app-insights-asp-net-core/003-web-application.png,app-insights-asp-net-core,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-ad-assessment.md , Article  , False , log-analytics-windows-agent.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-asp-net-core.md , Media    , True  , ./media/app-insights-asp-net-core/004-iis-express.png,app-insights-asp-net-core/004-iis-express.png,app-insights-asp-net-core,TRUE
