filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
agent-windows-troubleshoot.md,platform,platform,platform\agent-windows-troubleshoot.md,How-to guides,How-to guides\Collect data\Install and configure agents\Troubleshoot,How-to guides,How-to guides\Collect data\Install and configure agents\Troubleshoot\Log Analytics Windows agent,How to troubleshoot issues with the Log Analytics agent for Windows | Microsoft Docs,"Describe the symptoms, causes, and resolution for the most common issues with the Log Analytics agent for Windows in Azure Monitor.",azure-monitor,'',mgoedtel,carmonm,tysonn,,azure-monitor,infrastructure-services,na,,article,article,6/12/2019,magoedte,
collect-sccm.md,platform,platform,platform\collect-sccm.md,How-to guides,How-to guides\Collect data\System Center,How-to guides,How-to guides\Collect data\System Center\Configuration Manager,Connect Configuration Manager to Azure Monitor | Microsoft Docs,This article shows the steps to connect Configuration Manager to workspace in Azure Monitor and start analyzing data.,log-analytics,'',mgoedtel,carmonm,'',f2298bd7-18d7-4371-b24a-7f9f15f06d66,log-analytics,na,na,,conceptual,conceptual,3/22/2018,magoedte,
api-custom-events-metrics.md,app,app,app\api-custom-events-metrics.md,How-to guides,How-to guides\Extend\Applications,How-to guides,How-to guides\Extend\Applications\API for custom events and metrics,Application Insights API for custom events and metrics | Microsoft Docs,"Insert a few lines of code in your device or desktop app, webpage, or service, to track usage and diagnose issues.",application-insights,'',mrbullwinkle,carmonm,,80400495-c67b-4468-a92e-abf49793a54d,application-insights,tbd,ibiza,,conceptual,conceptual,3/27/2019,mbullwin,
api-filtering-sampling.md,app,app,app\api-filtering-sampling.md,How-to guides,How-to guides\Extend\Applications,How-to guides,How-to guides\Extend\Applications\Filtering and preprocessing telemetry,Filtering and preprocessing in the Azure Application Insights SDK | Microsoft Docs,Write Telemetry Processors and Telemetry Initializers for the SDK to filter or add properties to the data before the telemetry is sent to the Application Insights portal.,application-insights,'',mrbullwinkle,carmonm,,38a9e454-43d5-4dba-a0f0-bd7cd75fb97b,application-insights,tbd,ibiza,,conceptual,conceptual,11/23/2016,mbullwin,
sampling.md,app,app,app\sampling.md,How-to guides,How-to guides\Extend\Applications,How-to guides,How-to guides\Extend\Applications\Sampling,Telemetry sampling in Azure Application Insights | Microsoft Docs,How to keep the volume of telemetry under control.,application-insights,windows,cijothomas,carmonm,,015ab744-d514-42c0-8553-8410eef00368,application-insights,tbd,ibiza,,conceptual,conceptual,3/14/2019,cithomas,
telemetry-channels.md,app,app,app\telemetry-channels.md,How-to guides,How-to guides\Extend\Applications,How-to guides,How-to guides\Extend\Applications\TelemetryChannels,Telemetry channels in Azure Application Insights | Microsoft Docs,How to customize telemetry channels in Azure Application Insights SDKs for .NET/.NET Core.,application-insights,.net,cijothomas,carmonm,,015ab744-d514-42c0-8553-8410eef00368,application-insights,tbd,ibiza,,conceptual,conceptual,5/14/2019,cithomas,
custom-operations-tracking.md,app,app,app\custom-operations-tracking.md,How-to guides,How-to guides\Extend\Applications,How-to guides,How-to guides\Extend\Applications\Track custom operations in .NET SDK,Track custom operations with Azure Application Insights .NET SDK | Microsoft Docs,Tracking custom operations with Azure Application Insights .NET SDK,application-insights,.net,mrbullwinkle,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,6/30/2017,mbullwin,
solutions-resources-automation.md,insights,insights,insights\solutions-resources-automation.md,How-to guides,How-to guides\Extend\Monitoring solutions,How-to guides,How-to guides\Extend\Monitoring solutions\Automation resources,Azure Automation resources in management solutions | Microsoft Docs,Management solutions will typically include runbooks in Azure Automation to automate processes such as collecting and processing monitoring data.  This article describes how to include runbooks and their related resources in a solution.,monitoring,'',bwren,carmonm,tysonn,5281462e-f480-4e5e-9c19-022f36dce76d,azure-monitor,infrastructure-services,na,,article,article,5/24/2017,bwren,
solutions-best-practices.md,insights,insights,insights\solutions-best-practices.md,How-to guides,How-to guides\Extend\Monitoring solutions,How-to guides,How-to guides\Extend\Monitoring solutions\Best practices,Management solution in Azure best practices | Microsoft Docs,,operations-management-suite,'',bwren,carmonm,tysonn,1915e204-ba7e-431b-9718-9eb6b4213ad8,operations-management-suite,infrastructure-services,na,,article,article,4/27/2017,bwren,
runbook-datacollect.md,platform,platform,platform\runbook-datacollect.md,How-to guides,How-to guides\Extend\Monitoring solutions,How-to guides,How-to guides\Extend\Monitoring solutions\Collect monitoring data from a runbook,Collecting Log Analytics data with a runbook in Azure Automation | Microsoft Docs,Step by step tutorial that walks through creating a runbook in Azure Automation to collect data into the repository for analysis by Log Analytics.,log-analytics,'',bwren,carmonm,'',a831fd90-3f55-423b-8b20-ccbaaac2ca75,azure-monitor,na,na,,article,article,5/27/2017,bwren,
solutions-creating.md,insights,insights,insights\solutions-creating.md,How-to guides,How-to guides\Extend\Monitoring solutions,How-to guides,How-to guides\Extend\Monitoring solutions\Design and build,Build a management solution in Azure | Microsoft Docs,Management solutions include packaged management scenarios in Azure that customers can add to their Log Analytics workspace.  This article provides details on how you can create management solutions to be used in your own environment or made available to your customers.,monitoring,'',bwren,carmonm,tysonn,1915e204-ba7e-431b-9718-9eb6b4213ad8,azure-monitor,infrastructure-services,na,,article,article,3/20/2017,bwren,
solutions-resources-searches-alerts.md,insights,insights,insights\solutions-resources-searches-alerts.md,How-to guides,How-to guides\Extend\Monitoring solutions,How-to guides,How-to guides\Extend\Monitoring solutions\Log searches and alerts,Saved searches in management solutions | Microsoft Docs,Management solutions typically include saved searches in Log Analytics to analyze data collected by the solution. They may also define alerts to notify the user or automatically take action in response to a critical issue. This article describes how to define Log Analytics saved searches in a Resource Manager template so they can be included in management solutions.,monitoring,'',bwren,carmonm,tysonn,,azure-monitor,infrastructure-services,na,,article,article,2/27/2019,bwren,
