service,folder,file,type,link,medianame,mediafolder,foldermatch
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/manage-alert-rules.png,monitoring-activity-log-alerts-new-experience/manage-alert-rules.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/searth-activity-log-rule-to-edit.png,monitoring-activity-log-alerts-new-experience/searth-activity-log-rule-to-edit.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/select-target.png,monitoring-activity-log-alerts-new-experience/select-target.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/alert-details.jpg,monitoring-alerts-managing-alerts-instances/alert-details.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/alert-resource.JPG,monitoring-alerts-managing-alerts-instances/alert-resource.JPG,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/alert-rg.JPG,monitoring-alerts-managing-alerts-instances/alert-rg.JPG,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/alerts-summary.jpg,monitoring-alerts-managing-alerts-instances/alerts-summary.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/all-alerts.jpg,monitoring-alerts-managing-alerts-instances/all-alerts.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-managing-alert-instances.md , Media    , ./media/monitoring-alerts-managing-alerts-instances/monitoring-alerts-managing-alert-instances-toc.jpg,monitoring-alerts-managing-alerts-instances/monitoring-alerts-managing-alert-instances-toc.jpg,monitoring-alerts-managing-alerts-instances,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-classic-retirement.md , Media    , ./media/monitoring-overview-alerts-classic/monitor-alert-screen2.png,monitoring-overview-alerts-classic/monitor-alert-screen2.png,monitoring-overview-alerts-classic,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-overview-alerts-smartgroups.md , Media    , media/monitoring-overview-unified-alerts/smart-group-detail.png,monitoring-overview-unified-alerts/smart-group-detail.png,monitoring-overview-unified-alerts,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-stream-diagnostic-logs-log-analytics.md , Media    , media/monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-blade.png,monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-blade.png,monitoring-stream-diagnostic-logs-to-log-analytics,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-stream-diagnostic-logs-log-analytics.md , Media    , media/monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-configure.png,monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-configure.png,monitoring-stream-diagnostic-logs-to-log-analytics,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-stream-diagnostic-logs-log-analytics.md , Media    , media/monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-multiple.png,monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-multiple.png,monitoring-stream-diagnostic-logs-to-log-analytics,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-stream-diagnostic-logs-log-analytics.md , Media    , media/monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-none.png,monitoring-stream-diagnostic-logs-to-log-analytics/diagnostic-settings-none.png,monitoring-stream-diagnostic-logs-to-log-analytics,FALSE
