TopicKey,Title,Service,SubService,LiveUrl,GitFileName
0a972146-dbda-04a3-932f-44f0fc7198d5,Targeting monitoring solutions in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solution-targeting,solution-targeting.md
03d71cd5-da65-b02a-dddb-76892aac9224,Optimize your SQL Server environment with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/sql-assessment,sql-assessment.md
30d18c15-bfd8-a84a-3027-10ca6f41abb0,Monitor Azure Storage services with Azure Monitor for Storage (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/storage-insights-overview,storage-insights-overview.md
7cf87546-c2ae-1c76-8b2f-7148471d6bde,Monitor Surface Hubs with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/surface-hubs,surface-hubs.md
c929ec44-3636-9031-74f2-da0a7a73db5f,Monitor Surface Hubs with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/surface-hubs,surface-hubs.md
06d98ccf-4481-5c4d-09f4-badf9e5b69db,How to upgrade the Azure Monitor for VMs Dependency agent - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-dependency-agent-maintenance,vminsights-dependency-agent-maintenance.md
199799e3-8a2c-7f71-1956-aa79521856ee,Enable Azure Monitor for VMs by using Azure Policy - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-enable-at-scale-policy,vminsights-enable-at-scale-policy.md
1fb7b507-aba6-9c8a-9f54-6e43bb41a807,Enable Azure Monitor for VMs (classic) with PowerShell or templates - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-enable-at-scale-powershell,vminsights-enable-at-scale-powershell.md
46e7040d-5a2e-59bc-94cf-ee40016978b4,Enable Azure Monitor (preview) for a hybrid environment - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-enable-hybrid-cloud,vminsights-enable-hybrid-cloud.md
c0eca5d6-25e0-da7c-7b07-9b597b973d67,Enable Azure Monitor for VMs (preview) overview - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-enable-overview,vminsights-enable-overview.md
aa7b6c46-7740-6073-8937-c7b72cf5e8cd,Enable Azure Monitor for VMs (preview) for evaluation - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-enable-single-vm,vminsights-enable-single-vm.md
ac553552-4f3f-f0ce-02f0-79989f7522c8,Azure Monitor for VMs (preview) Frequently Asked Questions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-faq,vminsights-faq.md
cff60504-e203-cfb3-8650-097a02591147,Azure Monitor for VMs (GA) frequently asked questions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-ga-release-faq,vminsights-ga-release-faq.md
6b25b324-146d-f36d-20c8-277964f60b74,Understand the health of your Azure virtual machines - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-health,vminsights-health.md
af96f558-7abd-0df7-1310-b6377af2adad,Azure Monitor for VMs (preview) known issues - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-known-issues,vminsights-known-issues.md
3559857b-41b4-5e4d-8137-2264f29adeae,How to Query Logs from Azure Monitor for VMs (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-log-search,vminsights-log-search.md
cf18e06c-10f8-a941-e6eb-d60ae256f0f2,View app dependencies with Azure Monitor for VMs (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-maps,vminsights-maps.md
b80cc083-c375-3d04-5632-ba31d4067d97,Disable monitoring in Azure Monitor for VMs (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-optout,vminsights-optout.md
e84fcbb4-e516-d73c-4bfb-a6653ee85513,What is Azure Monitor for VMs (preview)? - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-overview,vminsights-overview.md
6121ad0b-4115-205a-a7e6-c84c3e4684e8,How to chart performance with Azure Monitor for VMs (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-performance,vminsights-performance.md
d85593e4-7cfe-8521-0e36-fa468ea29991,Create interactive reports Azure Monitor for VMs with workbooks - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vminsights-workbooks,vminsights-workbooks.md
d1c7bb7e-c0a3-924e-62c3-ec70370ff2fa,VMware Monitoring solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vmware,vmware.md
f4b74f62-e59c-5e27-0794-f7f98177e093,VMware Monitoring solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/vmware,vmware.md
82810f2e-6757-7b1f-2336-c7c4945171d8,Wire Data solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/wire-data,wire-data.md
7fdceb84-6179-388f-8f91-b47990649dbb,Quickstart ASP.NET Core - Azure Monitor Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/dotnetcore-quick-start,dotnetcore-quick-start.md
bc072d75-f1f9-eb94-1c97-211e1d238639,Monitor mobile apps with Azure Monitor Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/mobile-center-quickstart,mobile-center-quickstart.md
80447231-7e95-bee8-941d-849e567bd7c9,Quickstart - Monitor Node.js with Azure Monitor Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/nodejs-quick-start,nodejs-quick-start.md
12dc649a-e14d-753b-6d08-8af095688d3f,Collect data from an Azure virtual machine with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-collect-azurevm,quick-collect-azurevm.md
5889bdd2-a8b8-5b94-cd28-64287fed6050,Quickstart: Collect data from a hybrid Linux Computer with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-collect-linux-computer,quick-collect-linux-computer.md
97cfacb9-666e-9895-9639-89ebf13dcbea,Collect data from hybrid Windows computer with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-collect-windows-computer,quick-collect-windows-computer.md
d81d37c2-9ed3-4572-dcfa-2c39b216cc51,Create a Log Analytics workspace in the Azure Portal - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-create-workspace,quick-create-workspace.md
629bfba9-99a6-bcf7-226a-06d05e24e134,Create a Log Analytics workspace using Azure CLI - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-create-workspace-cli,quick-create-workspace-cli.md
ae8de93d-272f-4815-96be-528c463f7de4,Create a Log Analytics workspace using Azure PowerShell - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-create-workspace-posh,quick-create-workspace-posh.md
c682a4e4-581a-6d93-964a-20ae9847b0fe,Monitor an Azure resource with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-monitor-azure-resource,quick-monitor-azure-resource.md
2a5f85b0-2020-842b-da26-b91ebfe5215c,Monitor your ASP.NET Web App  with Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/quick-monitor-portal,quick-monitor-portal.md
2e8dc281-5491-03d3-60c2-aeaf611a445f,Send alerts from Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-alert,tutorial-alert.md
5f3e8826-7bb0-e5a5-3702-b254cc99e11c,Create custom dashboards in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-app-dashboards,tutorial-app-dashboards.md
21cc560c-08eb-fd89-4c3b-78379bf2ccde,Archive Azure metric and log data using Azure Storage - Azure Monitor | Microsoft Docs,Azure Monitor,metrics,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-archive-data,tutorial-archive-data.md
a0a3aba5-47e3-6d4e-9989-eb3bd0d830f6,Autoscale Azure resources based on performance data or a schedule - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-autoscale-performance-schedule,tutorial-autoscale-performance-schedule.md
574c22a3-1be4-6e87-604f-1bc36b8b800d,Create and share dashboards of Azure Log Analytics data - Azure Monitor | Microsoft Docs,Azure Monitor,visualization,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-logs-dashboards,tutorial-logs-dashboards.md
b21ff8ca-e208-3722-2c46-e15217a25bd5,Tutorial - Create a metrics chart in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,metrics,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-metrics-explorer,tutorial-metrics-explorer.md
7e34f3cf-453b-e01f-4123-2f588a27b313,Diagnose performance issues using Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-performance,tutorial-performance.md
2b7ba271-cede-8ef5-d68c-fc573152a7d5,Collect resource logs from an Azure Resource and analyze with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-resource-logs,tutorial-resource-logs.md
444fa59b-b124-7257-9ed5-c63fbcf6379c,Respond to events with Azure Log Analytics Alerts - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-response,tutorial-response.md
88bcf45f-21a0-e9fc-5e7d-13ccc165905d,Diagnose run-time exceptions using Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-runtime-exceptions,tutorial-runtime-exceptions.md
294bb2a6-fbe7-1659-18b7-f8f5976145ca,Understand your customers in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/learn/tutorial-users,tutorial-users.md
eb7ea7a6-ae42-2a4a-7766-0523a65c8d7a,Advanced aggregations in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/advanced-aggregations,advanced-aggregations.md
e047edbc-be0c-c794-7f8b-800bd887dbcb,Advanced queries in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/advanced-query-writing,advanced-query-writing.md
0a4b1ee9-48b5-c8fb-1109-95e159d92c46,Aggregations in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/aggregations,aggregations.md
8e3d7ad7-b16c-fc20-044b-45155ca48f22,app() expression in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/app-expression,app-expression.md
1252122c-ea86-ed8b-1935-8353290d6db0,Creating charts and diagrams from Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/charts,charts.md
d7032ae2-3ee6-afb8-0a81-7b40caafc7dc,Query across resources with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/cross-workspace-query,cross-workspace-query.md
cb96e2e3-6475-e083-887a-583c7528cf3b,Azure Monitor log query language differences - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/data-explorer-difference,data-explorer-difference.md
590fb817-e2d5-94a9-1df1-b0ce1b1d5af8,Working with date time values in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/datetime-operations,datetime-operations.md
d989da71-dfe4-fda6-31ca-c5831de8b91e,Azure Monitor log query examples - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/examples,examples.md
a607056d-41dd-7a77-da26-06b10c7cd649,Functions in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/functions,functions.md
068f0069-1f26-9557-a079-afdb65afa047,Get started with Azure Monitor Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/get-started-portal,get-started-portal.md
a0e63a52-e408-7f5a-0206-233f2fe5fa8d,Get started with log queries in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/get-started-queries,get-started-queries.md
b92b97f6-93ab-ce32-1b4c-7cd223690087,Joins in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/joins,joins.md
463cbba3-9796-0d9d-9d9d-08f657f5be15,Working with strings in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/json-data-structures,json-data-structures.md
ed02afa5-6115-b248-8952-20c7842c2d47,Overview of log queries in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-query-overview,log-query-overview.md
c6db4d03-4a86-b508-45d2-b070eac2e8b7,Overview of log queries in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-query-overview,log-query-overview.md
463e3dcd-2269-8749-d518-afb713f6f00b,Writing efficient log queries in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-query-performance,log-query-performance.md
1706acad-9355-f4d6-38b2-33a3b75570e1,Viewing and analyzing data in Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/log-search-transition,log-search-transition.md
8ba4f550-bf4d-2ebc-24be-084ee3e0b7ee,Structure of Azure Monitor Logs - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/logs-structure,logs-structure.md
b88bc0f1-b60d-44cc-3906-8986d4514ab9,Parse text data in Azure Monitor logs - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/parse-text,parse-text.md
9b4f00a1-823f-f7d5-52cb-a3fdf5a57545,Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/query-language,query-language.md
d045085a-e933-058d-d19a-0ec1a5a22621,resource() expression in Azure Monitor log query - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/resource-expression,resource-expression.md
1253eef7-5f3c-0902-5a8f-952df88e06bb,Log query scope in Azure Monitor Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/scope,scope.md
d17e063e-dd62-7273-9a7b-867ed9163deb,Search queries in Azure Monitor logs - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/search-queries,search-queries.md
201e757b-314f-35cc-79fa-3111716169f0,Simple Logs experience in Azure Monitor (Preview) - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/simple-logs,simple-logs.md
a057152e-e975-7905-92fc-f13c7f330967,Log Analytics smart analytics examples - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/smart-analytics,smart-analytics.md
90e744eb-6ed4-7344-0326-6abd216bd2d8,Splunk to Azure Monitor log query - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/splunk-cheatsheet,splunk-cheatsheet.md
ec7bb174-8a35-d5d4-321a-6cd9c70cf36b,SQL to Azure Monitor log query cheat sheet - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/sql-cheatsheet,sql-cheatsheet.md
c1af1b59-f7e7-e92e-ad7c-0e965f965f3c,Work with strings in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/string-operations,string-operations.md
f3e09ff7-fded-9b66-5d09-2e5392fd3d16,Unify multiple Azure Monitor Application Insights resources - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/unify-app-resource-data,unify-app-resource-data.md
e8b9e636-51f4-780f-abbb-6bf9a173dc89,Useful operators in Azure Monitor log queries - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/useful-operators,useful-operators.md
3661bed0-8f4e-9e7d-cf46-d4da80687023,workspace() expression in Azure Monitor log query - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/log-query/workspace-expression,workspace-expression.md
2616612f-26ac-c61b-a9db-d70db2a74155,What is monitored by Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,general,https://docs.microsoft.com/en-us/azure/azure-monitor/monitor-reference,monitor-reference.md
c42097e5-0937-8e10-b95c-6e39edbbf5bf,Azure Monitor overview - Azure Monitor | Microsoft Docs,Azure Monitor,general,https://docs.microsoft.com/en-us/azure/azure-monitor/overview,overview.md
67cdb6ff-d7d2-a203-823a-a379d2524a38,Create and manage action groups in the Azure portal - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups,action-groups.md
8acb8492-6ece-a3ae-b537-4711d4c38dae,Create and manage action groups in the Azure portal | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups,action-groups.md
7ec57cec-cd2d-ee5f-e70f-10ccfe8cf99b,Create action groups with Resource Manager templates - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups-create-resource-manager-template,action-groups-create-resource-manager-template.md
504eeaca-af38-58a8-019f-c26c504c74d6,Create action groups with Resource Manager templates - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups-create-resource-manager-template,action-groups-create-resource-manager-template.md
33e61b15-6d66-a662-f335-0cd7b710f4f4,How to trigger complex actions with Azure Monitor alerts - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups-logic-app,action-groups-logic-app.md
42a7b3b1-78de-966c-422d-04e0a1605c4a,How to trigger complex actions with Azure Monitor alerts - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/action-groups-logic-app,action-groups-logic-app.md
4e772813-92bf-d0b6-e534-ad87bab72ff7,Activity log alerts in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-alerts,activity-log-alerts.md
91c94a4e-4212-f000-83a8-f01c01d43573,Activity log alerts in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-alerts,activity-log-alerts.md
f5fa8562-e883-ac39-8e71-096b0c956ea2,Understand the webhook schema used in activity log alerts - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-alerts-webhook,activity-log-alerts-webhook.md
fb2da5fd-a60c-f5c9-b872-411a293eb164,Collect and analyze Azure activity logs in Log Analytics workspace - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-collect,activity-log-collect.md
f7791fb1-2b0f-bbd3-dcd1-7b8e5447aaf7,Collect Azure Activity logs into a Log Analytics workspace across Azure tenants - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-collect-tenants,activity-log-collect-tenants.md
4974464d-28d4-5ef7-16a1-1f5b302764a4,Export the Azure Activity Log - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-export,activity-log-export.md
859e77e0-fa9c-87e7-f52e-377be922732d,Azure Activity Log event schema - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-schema,activity-log-schema.md
7b3d2dcc-df56-b43f-7abd-edc30f77ae5d,View Azure Activity log events in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,essentials,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/activity-log-view,activity-log-view.md
ddcc5102-d2e5-c1f7-4cdf-d560dc30758c,Configure agent data sources in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-data-sources,agent-data-sources.md
c4ff7b23-1da9-0c8b-17a9-bdddfb142ba2,Configure agent data sources in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-data-sources,agent-data-sources.md
62faf1f1-8014-72a5-d9f1-7b98697dc4e2,Connect Linux computers to Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-linux,agent-linux.md
858e410f-bc37-6004-e009-8f2d266886d5,Troubleshoot Azure Log Analytics Linux Agent - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-linux-troubleshoot,agent-linux-troubleshoot.md
458649e4-93b7-adb4-d557-a78bfe71ca0c,Managing the Azure Log Analytics Agent - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-manage,agent-manage.md
db8ee3b7-f014-3cd1-ea34-6eae475e8194,Managing the Azure Log Analytics Agent - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-manage,agent-manage.md
8b7b628f-e829-4071-35a7-618c5308f312,Overview of the Azure monitoring agents - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agents-overview,agents-overview.md
aa3f1f39-e845-845e-5971-97c3a31e2fcc,Connect Windows computers to Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-windows,agent-windows.md
8d9aa911-ef21-a36a-a9d1-0bb55b4c9648,Troubleshoot issues with Log Analytics agent for Windows - Azure Monitor | Microsoft Docs,Azure Monitor,agents,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/agent-windows-troubleshoot,agent-windows-troubleshoot.md
0c328c6e-20af-28de-8e02-b81675476b40,Troubleshoot log alerts in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alert-log-troubleshoot,alert-log-troubleshoot.md
b8fd952b-b6cd-bb59-3f81-49a6cf2d8397,Alert Management solution in Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alert-management-solution,alert-management-solution.md
ced1c0a8-a175-47e0-ee52-eff2619b2194,Alert Management solution in Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alert-management-solution,alert-management-solution.md
3b4b221f-a5c6-daae-8d36-4f18c8942687,Action rules for Azure Monitor alerts - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-action-rules,alerts-action-rules.md
b7bba3f8-c5f8-e60c-65c1-19c17d3985ec,"Create, view, and manage activity log alerts in Azure Monitor - Azure Monitor | Microsoft Docs",Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-activity-log,alerts-activity-log.md
d6411af7-4d1e-45e2-3099-3e2281578465,Understand how the automatic migration process for your Azure Monitor classic alerts works - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-automatic-migration,alerts-automatic-migration.md
d1b98595-d354-e693-53d5-acf16fc19c41,Overview of classic alerts in Microsoft Azure and Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-classic.overview,alerts-classic.overview.md
aefe9a73-e54b-9fff-8890-e1ebd8503609,Overview of classic alerts in Microsoft Azure and Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-classic.overview,alerts-classic.overview.md
464c4578-b06b-0247-b5f2-2814ae4ffc61,"Create, view and manage classic metric alerts using Azure Monitor - Azure Monitor | Microsoft Docs",Azure Monitor,alerts,https://docs.microsoft.com/en-us/azure/azure-monitor/platform/alerts-classic-portal,alerts-classic-portal.md
